product,quantity_sold,dates
almond date energy bites,680,10/12/2024
almond date energy bites,883,10/16/2024
almond date energy bites,8,10/17/2024
almond date energy bites,377,10/18/2024
almond date energy bites,498,10/19/2024
almond date energy bites,169,10/20/2024
almond date energy bites,217,10/20/2024
almond date energy bites,635,10/20/2024
almond date energy bites,252,10/23/2024
almond date energy bites,258,10/24/2024
almond date energy bites,346,10/29/2024
almond date energy bites,174,10/30/2024
almond date energy bites,188,10/31/2024
almond date energy bites,726,11/2/2024
almond date energy bites,214,11/6/2024
almond date energy bites,506,11/8/2024
almond date energy bites,885,11/9/2024
almond date energy bites,989,11/9/2024
almond date energy bites,863,11/9/2024
almond date energy bites,927,11/19/2024
almond date energy bites,997,11/20/2024
almond date energy bites,378,11/23/2024
almond date energy bites,637,11/24/2024
almond date energy bites,274,11/26/2024
almond date energy bites,947,11/26/2024
almond date energy bites,361,11/27/2024
almond date energy bites,889,11/27/2024
almond date energy bites,143,11/28/2024
almond date energy bites,212,12/2/2024
almond date energy bites,583,12/4/2024
almond date energy bites,710,12/6/2024
almond date energy bites,782,12/6/2024
almond date energy bites,710,12/11/2024
almond date energy bites,61,12/11/2024
almond date energy bites,287,12/11/2024
almond date energy bites,383,12/12/2024
almond date energy bites,593,12/13/2024
almond date energy bites,888,12/13/2024
almond date energy bites,731,12/19/2024
almond date energy bites,246,12/25/2024
almond date energy bites,436,12/29/2024
almond date energy bites,102,12/31/2024
almond date energy bites,382,1/2/2025
almond date energy bites,86,1/3/2025
almond date energy bites,606,1/4/2025
almond date energy bites,477,1/5/2025
almond date energy bites,498,1/6/2025
almond date energy bites,30,1/7/2025
almond date energy bites,584,1/10/2025
almond date energy bites,463,1/12/2025
almond date energy bites,485,1/15/2025
almond date energy bites,87,1/16/2025
almond date energy bites,211,1/18/2025
almond date energy bites,876,1/18/2025
almond date energy bites,5,1/20/2025
almond date energy bites,445,1/21/2025
almond date energy bites,532,1/21/2025
almond date energy bites,724,1/26/2025
almond date energy bites,935,1/27/2025
almond date energy bites,778,1/29/2025
almond date energy bites,631,1/29/2025
almond date energy bites,14,2/1/2025
almond date energy bites,119,2/4/2025
almond date energy bites,51,2/4/2025
almond date energy bites,881,2/4/2025
almond date energy bites,151,2/5/2025
almond date energy bites,928,2/13/2025
almond date energy bites,185,2/14/2025
almond date energy bites,605,2/14/2025
almond date energy bites,41,2/15/2025
almond date energy bites,924,2/15/2025
almond date energy bites,383,2/16/2025
almond date energy bites,835,2/16/2025
almond date energy bites,442,2/16/2025
almond date energy bites,89,2/18/2025
almond date energy bites,798,2/19/2025
almond date energy bites,570,2/21/2025
almond date energy bites,44,2/24/2025
almond date energy bites,265,2/25/2025
almond date energy bites,332,2/26/2025
almond date energy bites,31,2/26/2025
almond date energy bites,217,3/1/2025
almond date energy bites,424,3/1/2025
almond date energy bites,428,3/1/2025
almond date energy bites,581,3/2/2025
almond date energy bites,960,3/2/2025
almond date energy bites,235,3/4/2025
almond date energy bites,185,3/4/2025
almond date energy bites,400,3/4/2025
almond date energy bites,835,3/10/2025
almond date energy bites,930,3/12/2025
almond date energy bites,506,3/13/2025
almond date energy bites,819,3/14/2025
almond date energy bites,348,3/14/2025
almond date energy bites,687,3/18/2025
almond date energy bites,919,3/18/2025
almond date energy bites,714,3/20/2025
almond date energy bites,512,3/21/2025
almond date energy bites,69,3/23/2025
almond date energy bites,690,3/24/2025
almond date energy bites,584,3/25/2025
almond date energy bites,593,3/25/2025
almond date energy bites,13,3/25/2025
almond date energy bites,132,3/28/2025
almond date energy bites,834,3/30/2025
almond date energy bites,155,4/1/2025
almond date energy bites,923,4/1/2025
almond date energy bites,418,4/1/2025
almond date energy bites,278,4/2/2025
almond date energy bites,978,4/5/2025
almond date energy bites,604,4/5/2025
almond date energy bites,355,4/6/2025
almond date energy bites,687,4/9/2025
almond date energy bites,708,4/9/2025
almond date energy bites,278,4/10/2025
almond date energy bites,45,4/12/2025
almond date energy bites,40,4/12/2025
almond date energy bites,218,4/13/2025
almond date energy bites,360,4/13/2025
almond date energy bites,799,4/16/2025
almond date energy bites,873,4/16/2025
almond date energy bites,289,4/17/2025
almond date energy bites,352,4/18/2025
almond date energy bites,437,4/18/2025
almond date energy bites,868,4/20/2025
almond date energy bites,131,4/20/2025
almond date energy bites,969,4/21/2025
almond date energy bites,410,4/23/2025
almond date energy bites,100,4/23/2025
almond date energy bites,951,4/25/2025
almond date energy bites,756,4/28/2025
almond date energy bites,921,4/30/2025
almond date energy bites,54,5/1/2025
almond date energy bites,378,5/1/2025
almond date energy bites,379,5/4/2025
almond date energy bites,40,5/11/2025
almond date energy bites,419,5/11/2025
almond date energy bites,104,5/15/2025
almond date energy bites,305,5/19/2025
almond date energy bites,955,5/21/2025
almond date energy bites,597,5/22/2025
almond date energy bites,850,5/23/2025
almond date energy bites,626,5/23/2025
almond date energy bites,990,5/23/2025
almond date energy bites,567,5/24/2025
almond date energy bites,347,5/28/2025
almond date energy bites,262,5/28/2025
almond date energy bites,869,5/31/2025
almond date energy bites,145,6/3/2025
almond date energy bites,36,6/4/2025
almond date energy bites,98,6/4/2025
almond date energy bites,675,6/10/2025
almond date energy bites,775,6/16/2025
almond date energy bites,315,6/22/2025
almond date energy bites,918,6/23/2025
almond date energy bites,329,6/30/2025
almond date energy bites,838,7/2/2025
almond date energy bites,322,7/3/2025
almond date energy bites,421,7/4/2025
almond date energy bites,281,7/6/2025
almond date energy bites,140,7/12/2025
almond date energy bites,553,7/14/2025
almond date energy bites,283,7/16/2025
almond date energy bites,885,7/18/2025
almond date energy bites,557,7/20/2025
almond date energy bites,81,7/21/2025
almond date energy bites,684,7/21/2025
almond date energy bites,346,7/26/2025
almond date energy bites,422,7/30/2025
almond date energy bites,468,7/31/2025
almond date energy bites,518,8/1/2025
almond date energy bites,357,8/2/2025
almond date energy bites,576,8/2/2025
almond date energy bites,116,8/5/2025
almond date energy bites,5,8/7/2025
almond date energy bites,198,8/9/2025
almond date energy bites,341,8/9/2025
almond date energy bites,101,8/10/2025
almond date energy bites,564,8/11/2025
almond date energy bites,903,8/14/2025
almond date energy bites,36,8/14/2025
almond date energy bites,473,8/17/2025
almond date energy bites,955,8/18/2025
almond date energy bites,459,8/19/2025
almond date energy bites,829,8/20/2025
almond date energy bites,165,8/21/2025
almond date energy bites,377,8/22/2025
almond date energy bites,171,8/25/2025
almond date energy bites,845,8/28/2025
almond date energy bites,958,8/29/2025
almond date energy bites,53,9/1/2025
almond date energy bites,329,9/2/2025
almond date energy bites,327,9/3/2025
almond date energy bites,980,9/7/2025
almond date energy bites,281,9/9/2025
almond date energy bites,81,9/11/2025
almond date energy bites,90,9/12/2025
almond date energy bites,522,9/13/2025
almond date energy bites,739,9/14/2025
almond date energy bites,102,9/14/2025
almond date energy bites,722,9/16/2025
almond date energy bites,823,9/17/2025
almond date energy bites,369,9/20/2025
almond date energy bites,654,9/23/2025
almond date energy bites,683,9/24/2025
almond date energy bites,550,9/25/2025
almond date energy bites,449,9/28/2025
almond date energy bites,333,9/28/2025
almond date energy bites,779,10/1/2025
almond date energy bites,417,10/1/2025
almond date energy bites,430,10/3/2025
almond date energy bites,1,10/9/2025
almond date energy bites,987,10/17/2025
almond date energy bites,817,10/18/2025
almond date energy bites,972,10/20/2025
almond date energy bites,706,10/22/2025
almond date energy bites,921,10/23/2025
almond date energy bites,147,10/27/2025
almond date energy bites,404,10/30/2025
almond date energy bites,9,11/1/2025
almond date energy bites,215,11/1/2025
almond date energy bites,865,11/3/2025
almond date energy bites,183,11/4/2025
almond date energy bites,455,11/5/2025
almond date energy bites,839,11/7/2025
almond date energy bites,57,11/11/2025
almond date energy bites,3,11/13/2025
almond date energy bites,453,11/14/2025
almond date energy bites,382,11/15/2025
almond date energy bites,96,11/16/2025
almond date energy bites,654,11/19/2025
almond date energy bites,297,11/20/2025
almond date energy bites,957,11/24/2025
almond date energy bites,21,11/26/2025
almond date energy bites,812,11/28/2025
almond date energy bites,335,12/1/2025
almond date energy bites,980,12/6/2025
almond date energy bites,515,12/6/2025
almond date energy bites,346,12/6/2025
almond date energy bites,960,12/6/2025
almond date energy bites,346,12/13/2025
almond date energy bites,509,12/16/2025
almond date energy bites,986,12/17/2025
almond date energy bites,913,12/22/2025
almond date energy bites,107,12/23/2025
almond date energy bites,916,12/28/2025
almond date energy bites,381,12/28/2025
almond date energy bites,111,12/30/2025
almond date energy bites,6,12/31/2025
almond date energy bites,944,12/31/2025
almond date energy bites,217,1/2/2026
almond date energy bites,102,1/2/2026
almond date energy bites,715,1/3/2026
almond date energy bites,984,1/8/2026
almond date energy bites,762,1/9/2026
almond date energy bites,965,1/9/2026
almond date energy bites,491,1/10/2026
almond date energy bites,627,1/10/2026
almond date energy bites,959,1/10/2026
almond date energy bites,764,1/13/2026
almond date energy bites,692,1/16/2026
almond date energy bites,989,1/22/2026
almond date energy bites,92,1/22/2026
almond date energy bites,356,1/25/2026
almond date energy bites,845,1/27/2026
almond date energy bites,194,1/30/2026
almond date energy bites,946,2/16/2026
almond date energy bites,670,2/16/2026
almond date energy bites,389,2/16/2026
almond date energy bites,129,2/18/2026
almond date energy bites,328,2/19/2026
almond date energy bites,4,2/20/2026
almond date energy bites,435,2/20/2026
almond date energy bites,685,2/20/2026
almond date energy bites,488,2/21/2026
almond date energy bites,669,2/22/2026
almond date energy bites,471,2/22/2026
almond date energy bites,943,2/26/2026
almond date energy bites,268,3/1/2026
almond date energy bites,325,3/6/2026
almond date energy bites,544,3/8/2026
almond date energy bites,69,3/9/2026
almond date energy bites,342,3/10/2026
almond date energy bites,975,3/10/2026
almond date energy bites,732,3/13/2026
almond date energy bites,585,3/17/2026
almond date energy bites,553,3/19/2026
almond date energy bites,529,3/21/2026
plant protein bar,308,3/5/2021
plant protein bar,202,3/5/2021
plant protein bar,987,3/5/2021
plant protein bar,80,3/9/2021
plant protein bar,404,3/10/2021
plant protein bar,756,3/10/2021
plant protein bar,493,3/11/2021
plant protein bar,459,3/13/2021
plant protein bar,599,3/17/2021
plant protein bar,500,3/23/2021
plant protein bar,315,3/26/2021
plant protein bar,885,3/27/2021
plant protein bar,270,3/27/2021
plant protein bar,265,3/28/2021
plant protein bar,162,3/29/2021
plant protein bar,519,3/30/2021
plant protein bar,306,3/31/2021
plant protein bar,321,3/31/2021
plant protein bar,555,3/31/2021
plant protein bar,748,4/3/2021
plant protein bar,725,4/4/2021
plant protein bar,442,4/4/2021
plant protein bar,655,4/9/2021
plant protein bar,119,4/15/2021
plant protein bar,788,4/16/2021
plant protein bar,519,4/16/2021
plant protein bar,48,4/16/2021
plant protein bar,77,4/17/2021
plant protein bar,394,4/17/2021
plant protein bar,827,4/18/2021
plant protein bar,662,4/22/2021
plant protein bar,742,4/23/2021
plant protein bar,766,4/26/2021
plant protein bar,384,4/28/2021
plant protein bar,733,4/30/2021
plant protein bar,572,5/1/2021
plant protein bar,992,5/5/2021
plant protein bar,310,5/9/2021
plant protein bar,732,5/11/2021
plant protein bar,56,5/11/2021
plant protein bar,270,5/11/2021
plant protein bar,558,5/11/2021
plant protein bar,787,5/12/2021
plant protein bar,967,5/13/2021
plant protein bar,426,5/13/2021
plant protein bar,642,5/13/2021
plant protein bar,324,5/18/2021
plant protein bar,884,5/18/2021
plant protein bar,845,5/18/2021
plant protein bar,139,5/20/2021
plant protein bar,247,5/21/2021
plant protein bar,5,5/21/2021
plant protein bar,352,5/21/2021
plant protein bar,736,5/22/2021
plant protein bar,429,5/24/2021
plant protein bar,743,5/24/2021
plant protein bar,392,5/24/2021
plant protein bar,567,5/26/2021
plant protein bar,500,5/27/2021
plant protein bar,720,5/28/2021
plant protein bar,328,5/28/2021
plant protein bar,822,5/30/2021
plant protein bar,521,6/3/2021
plant protein bar,853,6/7/2021
plant protein bar,835,6/10/2021
plant protein bar,207,6/12/2021
plant protein bar,378,6/13/2021
plant protein bar,602,6/14/2021
plant protein bar,197,6/15/2021
plant protein bar,797,6/17/2021
plant protein bar,101,6/19/2021
plant protein bar,225,6/21/2021
plant protein bar,995,6/21/2021
plant protein bar,993,6/22/2021
plant protein bar,785,6/25/2021
plant protein bar,58,6/27/2021
plant protein bar,93,6/28/2021
plant protein bar,200,6/29/2021
plant protein bar,451,6/30/2021
plant protein bar,525,7/1/2021
